x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,y
0.07107488287856102,0.07779241562863068,0.012742586512749432,0.00927643784786642,0.020408163265306117,0.0048543689320388345,0.018382352941176468,0.04,0.00966183574879227,0.10869565217391304,0.20454545454545456,0.054054054054054064,0
0.9955837813996812,0.996649438901624,0.9970386162822164,0.974559686888454,0.9689737470167064,0.9666666666666668,0.9871159563924676,0.9842424242424244,0.9830508474576272,1.0,1.0,1.0,1
0.07795343254559622,0.07631604653869498,0.007493317535438405,0.005692599620493359,0.011547344110854505,0.0049627791563275426,0.011320754716981131,0.0228310502283105,0.009876543209876543,0.09375,0.15625,0.07142857142857142,0
0.1060158338033936,0.12389740341200844,0.1110001322931728,0.015065913370998116,0.027842227378190254,0.02,0.029684601113172542,0.05417607223476298,0.0392156862745098,0.1951219512195122,0.32432432432432434,0.25806451612903225,0
0.06983966184115856,0.11994008183031125,0.06709445294715519,0.017825311942959002,0.04175824175824176,0.02358490566037736,0.03502626970227672,0.08016877637130802,0.04608294930875576,0.136986301369863,0.2794117647058824,0.17543859649122806,0
0.18222542871462533,0.19320571129492212,0.09060840234955776,0.03924646781789639,0.0684931506849315,0.04831932773109244,0.0755287009063444,0.1282051282051282,0.09218436873747493,0.1524390243902439,0.25,0.1885245901639344,0
0.09659161779186924,0.11018545126548564,0.03663582065177794,0.014571948998178506,0.02660753880266076,0.009478672985781993,0.028725314183123882,0.05183585313174946,0.01877934272300469,0.13559322033898305,0.21052631578947367,0.08163265306122447,0
0.2082633771818054,0.3004815402175907,0.21138011118548736,0.05013550135501355,0.12478031634446395,0.08761904761904762,0.09548387096774194,0.221875,0.16112084063047286,0.13357400722021662,0.3034188034188034,0.2371134020618557,0
0.2383377739194413,0.2677698898942016,0.1439633989911531,0.0611183355006502,0.12859560067681894,0.0974264705882353,0.11519607843137256,0.22788605697151426,0.17755443886097153,0.14779874213836475,0.29118773946360155,0.2409090909090909,0
0.08425966426141719,0.10321210409871254,0.10497954833222,0.0075046904315197,0.016055045871559634,0.012376237623762377,0.0148975791433892,0.03160270880361174,0.02444987775061125,0.10256410256410256,0.1891891891891892,0.15625,0
0.169700211005317,0.1950706862479427,0.08065300252018981,0.028571428571428567,0.05625,0.03803131991051454,0.05555555555555555,0.10650887573964496,0.07327586206896551,0.14912280701754385,0.2673267326732673,0.19540229885057472,0
0.13899837265061968,0.1457961060199098,0.04224804966249565,0.012302284710017573,0.019230769230769232,0.006880733944954129,0.02430555555555556,0.03773584905660377,0.013667425968109341,0.08974358974358974,0.1267605633802817,0.04838709677419355,0
0.07606176855764175,0.06541054665798003,0.007007787058002386,0.005050505050505051,0.008048289738430584,0.004310344827586207,0.010050251256281407,0.015968063872255488,0.008583690987124462,0.030303030303030307,0.042105263157894736,0.02247191011235955,0
0.10413614503675143,0.12626590693545434,0.1252088173818546,0.013257575757575758,0.02325581395348837,0.017543859649122806,0.026168224299065426,0.045454545454545456,0.03448275862068965,0.1891891891891892,0.29411764705882354,0.2413793103448276,0
0.1165419902626778,0.2028838525900377,0.17424244248760798,0.017740429505135387,0.04183006535947712,0.034139402560455195,0.03486238532110092,0.08030112923462986,0.06602475928473177,0.31666666666666665,0.5517241379310345,0.4897959183673469,1
0.10551336327082936,0.2182178902359924,0.1981901555825681,0.0625,0.10714285714285714,0.08163265306122447,0.1176470588235294,0.1935483870967742,0.1509433962264151,0.2,0.3103448275862069,0.24489795918367346,0
